source_file,canonical_id,participant_determination,commission_report_reference,structural_radius,exact_previous_representation,exact_new_representation,migration_basis,implementation_status,validation_status,reviewer,review_date,unresolved_issue
Reality_Mechanics/2_Second/Coupling Conditions/Boundary Loosening.md,second.boundary-loosening,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Coupled Boundary]]""
  - ""[[Compatibility]]""
conditions:
  places: ""a coupled boundary becoming less tightly held while the coupling has not yet fully broken.""
  holds: ""[[Coupled Boundary]] and [[Compatibility]].""
  pairs: ""Asymmetry carries downward — into [[Decoupling]]""
  traces:
    - ""[[Coupled Boundary]]""
    - ""[[Compatibility]]""
  nests: ""between coupled boundary and decoupling. It names weakening before full break.""
  reads: ""where a coupled boundary remains available but no longer holds the same tightness, constraint, or mutual fit it previously carried.""
  carries:
    - ""[[Decoupling]]""","conditions:
  places: ""a coupled boundary becoming less tightly held while the coupling has not yet fully broken.""
  needs:
    targets:
      - second.coupled-boundary
      - second.compatibility
  holds:
    targets:
      - second.coupled-boundary
      - second.compatibility
    read: ""[[Coupled Boundary]] and [[Compatibility]].""
  pairs:
    targets:
      - second.decoupling
    read: ""Asymmetry carries downward — into [[Decoupling]]""
  traces:
    targets:
      - second.coupled-boundary
      - second.compatibility
  nests:
    targets: []
    read: ""between coupled boundary and decoupling. It names weakening before full break.""
  reads:
    targets: []
    read: ""where a coupled boundary remains available but no longer holds the same tightness, constraint, or mutual fit it previously carried.""
  carries:
    targets:
      - second.decoupling","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Coupling Conditions/Coupled Boundary.md,second.coupled-boundary,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Boundary]]""
  - ""[[Coupling]]""
conditions:
  places: ""boundary held through coupling.""
  holds: ""[[Boundary]] and [[Coupling]].""
  pairs: ""Asymmetry carries downward — into [[Coupled Contact]], [[Boundary Loosening]], [[Sever]], and [[Decoupling]]""
  traces:
    - ""[[Boundary]]""
    - ""[[Coupling]]""
  nests: ""as the boundary form of coupling. It keeps boundaries mutually available without collapse or unrelated separation.""
  reads: ""where a boundary is not merely located, but held in relation with another boundary so that each side remains distinct while participating in a shared coupling. It can also become readable where consequence follows a coupling back to the boundary at which participation became actionable.""
  carries:
    - ""[[Coupled Contact]]""
    - ""[[Boundary Loosening]]""
    - ""[[Sever]]""
    - ""[[Decoupling]]""
    - ""[[Relationship]]""
    - ""[[Trust]]""
    - ""[[Violation]]""
    - ""[[Responsibility]]""","conditions:
  places: ""boundary held through coupling.""
  needs:
    targets:
      - first.boundary
      - second.coupling
  holds:
    targets:
      - first.boundary
      - second.coupling
    read: ""[[Boundary]] and [[Coupling]].""
  pairs:
    targets:
      - second.coupled-contact
      - second.boundary-loosening
      - second.sever
      - second.decoupling
    read: ""Asymmetry carries downward — into [[Coupled Contact]], [[Boundary Loosening]], [[Sever]], and [[Decoupling]]""
  traces:
    targets:
      - first.boundary
      - second.coupling
  nests:
    targets: []
    read: ""as the boundary form of coupling. It keeps boundaries mutually available without collapse or unrelated separation.""
  reads:
    targets: []
    read: ""where a boundary is not merely located, but held in relation with another boundary so that each side remains distinct while participating in a shared coupling. It can also become readable where consequence follows a coupling back to the boundary at which participation became actionable.""
  carries:
    targets:
      - second.coupled-contact
      - second.boundary-loosening
      - second.sever
      - second.decoupling
      - third.relationship
      - third.trust
      - third.violation
      - second.responsibility","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Coupling Conditions/Coupled Contact.md,second.coupled-contact,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Contact]]""
  - ""[[Coupling]]""
  - ""[[Presence]]""
conditions:
  places: ""contact maintained strongly enough for carrying, resistance, pressure, grip, traction, or effect to pass between conditions.""
  holds: ""[[Contact]], [[Coupling]], and [[Presence]]. Contact must remain locally available and held in relation while it carries effect.""
  pairs: ""[[Interposed Carrier]] — coupled contact names contact carrying effect; interposed carrier names a condition entering between contact and coupling, changing or interrupting what can pass.""
  traces:
    - ""[[Contact]]""
    - ""[[Coupling]]""
    - ""[[Presence]]""
    - ""[[Coupled Boundary]]""
  nests: ""at a contact condition that remains coupled enough for carrying, resistance, grip, traction, or effect to pass.""
  reads: ""where contact does more than meet: it carries effect, resistance, grip, pressure, heat, or directed carrying between conditions.""
  carries:
    - ""[[Effect]]""
    - ""[[Friction]]""
    - ""[[Grip]]""
    - ""[[Traction]]""","conditions:
  places: ""contact maintained strongly enough for carrying, resistance, pressure, grip, traction, or effect to pass between conditions.""
  needs:
    targets:
      - first.contact
      - second.coupling
      - second.presence
  holds:
    targets:
      - first.contact
      - second.coupling
      - second.presence
    read: ""[[Contact]], [[Coupling]], and [[Presence]]. Contact must remain locally available and held in relation while it carries effect.""
  pairs:
    targets:
      - second.interposed_carrier
    read: ""[[Interposed Carrier]] — coupled contact names contact carrying effect; interposed carrier names a condition entering between contact and coupling, changing or interrupting what can pass.""
  traces:
    targets:
      - first.contact
      - second.coupling
      - second.presence
      - second.coupled-boundary
  nests:
    targets: []
    read: ""at a contact condition that remains coupled enough for carrying, resistance, grip, traction, or effect to pass.""
  reads:
    targets: []
    read: ""where contact does more than meet: it carries effect, resistance, grip, pressure, heat, or directed carrying between conditions.""
  carries:
    targets:
      - second.effect
      - second.friction
      - second.grip
      - second.traction","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Coupling Conditions/Decoupling.md,second.decoupling,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Coupled Boundary]]""
  - ""[[Boundary Loosening]]""
  - ""[[Release]]""
conditions:
  places: ""coupling no longer holding a coupled boundary as mutual availability.""
  holds: ""[[Coupled Boundary]], [[Boundary Loosening]], and [[Release]].""
  pairs: ""[[Coupling]]. Decoupling names mutual availability no longer holding; Coupling names distinct resolved conditions held in mutual availability. Each requires the other to be locatable.""
  traces:
    - ""[[Coupled Boundary]]""
    - ""[[Boundary Loosening]]""
    - ""[[Release]]""
  nests: ""where coupled boundary resolves as separation, release, or loss of mutual availability.""
  reads: ""where a coupled boundary resolves as separation, release, or loss of mutual availability rather than continued contact, compatibility, or participation.""
  carries: []","conditions:
  places: ""coupling no longer holding a coupled boundary as mutual availability.""
  needs:
    targets:
      - second.coupled-boundary
      - second.boundary-loosening
      - first.release
  holds:
    targets:
      - second.coupled-boundary
      - second.boundary-loosening
      - first.release
    read: ""[[Coupled Boundary]], [[Boundary Loosening]], and [[Release]].""
  pairs:
    targets:
      - second.coupling
    read: ""[[Coupling]]. Decoupling names mutual availability no longer holding; Coupling names distinct resolved conditions held in mutual availability. Each requires the other to be locatable.""
  traces:
    targets:
      - second.coupled-boundary
      - second.boundary-loosening
      - first.release
  nests:
    targets: []
    read: ""where coupled boundary resolves as separation, release, or loss of mutual availability.""
  reads:
    targets: []
    read: ""where a coupled boundary resolves as separation, release, or loss of mutual availability rather than continued contact, compatibility, or participation.""
  carries:
    targets: []
    read: ""No demonstrated downstream carry is currently determined.""","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Coupling Conditions/Effect.md,second.effect,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Coupling]]""
  - ""[[Carrying]]""
  - ""[[Change]]""
conditions:
  places: ""change in one condition carried through coupling from another condition.""
  holds: ""[[Coupling]], [[Carrying]], and [[Change]]. Conditions must be coupled, carrying must pass through the relation, and a readable change must occur before effect can be named.""
  pairs: ""Asymmetry carries downward — into [[Influence]]. Effect is the singular carried change from which participatory alteration can later be read as influence.""
  traces:
    - ""[[Coupling]]""
    - ""[[Carrying]]""
    - ""[[Change]]""
    - ""[[Coupled Contact]]""
  nests: ""inside coupling where carrying from one condition becomes readable as change in another, whether contact is direct or mediated.""
  reads: ""where a change can be traced through a coupled relation to carrying from another condition rather than only occurring alongside it.""
  carries:
    - ""[[Influence]]""
    - ""[[Responsibility]]""
    - ""[[Consequence]]""
    - ""[[Read and Effect]]""","conditions:
  places: ""change in one condition carried through coupling from another condition.""
  needs:
    targets:
      - second.coupling
      - second.carrying
      - second.change
  holds:
    targets:
      - second.coupling
      - second.carrying
      - second.change
    read: ""[[Coupling]], [[Carrying]], and [[Change]]. Conditions must be coupled, carrying must pass through the relation, and a readable change must occur before effect can be named.""
  pairs:
    targets:
      - second.influence
    read: ""Asymmetry carries downward — into [[Influence]]. Effect is the singular carried change from which participatory alteration can later be read as influence.""
  traces:
    targets:
      - second.coupling
      - second.carrying
      - second.change
      - second.coupled-contact
  nests:
    targets: []
    read: ""inside coupling where carrying from one condition becomes readable as change in another, whether contact is direct or mediated.""
  reads:
    targets: []
    read: ""where a change can be traced through a coupled relation to carrying from another condition rather than only occurring alongside it.""
  carries:
    targets:
      - second.influence
      - second.responsibility
      - second.consequence
      - second.read-and-effect","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Coupling Conditions/Friction.md,second.friction,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Coupled Contact]]""
  - ""[[Resistance]]""
  - ""[[Flow]]""
conditions:
  places: ""resistance at coupled contact during flow.""
  holds: ""[[Coupled Contact]], [[Resistance]], and [[Flow]].""
  pairs: ""Asymmetry carries downward — into [[Grip]], [[Traction]], and [[Drag]]""
  traces:
    - ""[[Coupled Contact]]""
    - ""[[Contact]]""
    - ""[[Resistance]]""
    - ""[[Flow]]""
  nests: ""at coupled contact during flow. It can slow, grip, wear, heat, or support carrying.""
  reads: ""where flow meets coupled contact and that contact resists, slows, grips, wears, or heats what is carried.""
  carries:
    - ""[[Grip]]""
    - ""[[Traction]]""
    - ""[[Drag]]""
    - ""[[Wear]]""
    - ""[[Heat]]""","conditions:
  places: ""resistance at coupled contact during flow.""
  needs:
    targets:
      - second.coupled-contact
      - second.resistance
      - second.flow
  holds:
    targets:
      - second.coupled-contact
      - second.resistance
      - second.flow
    read: ""[[Coupled Contact]], [[Resistance]], and [[Flow]].""
  pairs:
    targets:
      - second.grip
      - second.traction
      - second.drag
    read: ""Asymmetry carries downward — into [[Grip]], [[Traction]], and [[Drag]]""
  traces:
    targets:
      - second.coupled-contact
      - first.contact
      - second.resistance
      - second.flow
  nests:
    targets: []
    read: ""at coupled contact during flow. It can slow, grip, wear, heat, or support carrying.""
  reads:
    targets: []
    read: ""where flow meets coupled contact and that contact resists, slows, grips, wears, or heats what is carried.""
  carries:
    targets:
      - second.grip
      - second.traction
      - second.drag
      - second.wear
      - second.heat","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Coupling Conditions/Grip.md,second.grip,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Coupled Contact]]""
  - ""[[Friction]]""
  - ""[[Compatibility]]""
conditions:
  places: ""useful friction at coupled contact.""
  holds: ""[[Coupled Contact]], [[Friction]], and [[Compatibility]].""
  pairs: ""Asymmetry carries downward — into [[Traction]]""
  traces:
    - ""[[Coupled Contact]]""
    - ""[[Contact]]""
    - ""[[Friction]]""
    - ""[[Compatibility]]""
    - ""[[Resistance]]""
  nests: ""inside friction as useful coupled contact resistance that supports carrying.""
  reads: ""where coupled contact resists enough to hold carrying without simply blocking it.""
  carries:
    - ""[[Traction]]""","conditions:
  places: ""useful friction at coupled contact.""
  needs:
    targets:
      - second.coupled-contact
      - second.friction
      - second.compatibility
  holds:
    targets:
      - second.coupled-contact
      - second.friction
      - second.compatibility
    read: ""[[Coupled Contact]], [[Friction]], and [[Compatibility]].""
  pairs:
    targets:
      - second.traction
    read: ""Asymmetry carries downward — into [[Traction]]""
  traces:
    targets:
      - second.coupled-contact
      - first.contact
      - second.friction
      - second.compatibility
      - second.resistance
  nests:
    targets: []
    read: ""inside friction as useful coupled contact resistance that supports carrying.""
  reads:
    targets: []
    read: ""where coupled contact resists enough to hold carrying without simply blocking it.""
  carries:
    targets:
      - second.traction","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Coupling Conditions/Interposed Carrier.md,second.interposed_carrier,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Contact]]""
  - ""[[Boundary]]""
conditions:
  places: ""a carrying medium that interposes between two parties in contact, holding its own carrying condition between them — modifying, redirecting, or preventing direct coupling""
  holds: ""[[Contact]] and [[Boundary]]. Contact must be present for something to interpose between the parties; boundary locates the medium's own edges, distinguishing it from what it holds between.""
  pairs: ""[[Coupled Contact]] — Coupled Contact names contact that carries effect directly; Interposed Carrier names contact where a medium enters between and changes or interrupts what can pass. Each requires the other to be locatable.""
  traces:
    - ""[[Contact]]""
    - ""[[Boundary]]""
    - ""[[Tact]]""
  nests: ""between contact and coupling — where the meeting is not face-to-face but carried through a medium that holds its own pressure or dynamic carrying between the parties""
  reads: ""where contact is not direct — where a dynamic medium stands between the parties and carries between them, transforming what coupling is possible""
  carries: []","conditions:
  places: ""a carrying medium that interposes between two parties in contact, holding its own carrying condition between them — modifying, redirecting, or preventing direct coupling""
  needs:
    targets:
      - first.contact
      - first.boundary
  holds:
    targets:
      - first.contact
      - first.boundary
    read: ""[[Contact]] and [[Boundary]]. Contact must be present for something to interpose between the parties; boundary locates the medium's own edges, distinguishing it from what it holds between.""
  pairs:
    targets:
      - second.coupled-contact
    read: ""[[Coupled Contact]] — Coupled Contact names contact that carries effect directly; Interposed Carrier names contact where a medium enters between and changes or interrupts what can pass. Each requires the other to be locatable.""
  traces:
    targets:
      - first.contact
      - first.boundary
      - first.tact
  nests:
    targets: []
    read: ""between contact and coupling — where the meeting is not face-to-face but carried through a medium that holds its own pressure or dynamic carrying between the parties""
  reads:
    targets: []
    read: ""where contact is not direct — where a dynamic medium stands between the parties and carries between them, transforming what coupling is possible""
  carries:
    targets: []
    read: ""No demonstrated downstream carry is currently determined.""","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Coupling Conditions/Pair.md,second.pair,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Coupling]]""
  - ""[[Readability]]""
  - ""[[Closure Scope]]""
conditions:
  places: ""a bounded read of coupling in which two distinguishable conditions are held together as a readable two.""
  holds: ""[[Coupling]], [[Readability]], and [[Closure Scope]].""
  pairs: ""Asymmetry carries downward — Pair names a structural condition, not a participant in one; the concept of pairing does not itself sit beside a lateral co-present sibling at this order""
  traces:
    - ""[[Coupling]]""
    - ""[[Readability]]""
    - ""[[Closure Scope]]""
  nests: ""as a scoped read of coupling as two. It does not make two-ness primitive, total, or exhaustive.""
  reads: ""where coupling can be read within a scope as two conditions held together while each remains distinguishable.""
  carries: []","conditions:
  places: ""a bounded read of coupling in which two distinguishable conditions are held together as a readable two.""
  needs:
    targets:
      - second.coupling
      - second.readability
      - second.closure-scope
  holds:
    targets:
      - second.coupling
      - second.readability
      - second.closure-scope
    read: ""[[Coupling]], [[Readability]], and [[Closure Scope]].""
  pairs:
    targets: []
    read: ""Asymmetry carries downward — Pair names a structural condition, not a participant in one; the concept of pairing does not itself sit beside a lateral co-present sibling at this order""
  traces:
    targets:
      - second.coupling
      - second.readability
      - second.closure-scope
  nests:
    targets: []
    read: ""as a scoped read of coupling as two. It does not make two-ness primitive, total, or exhaustive.""
  reads:
    targets: []
    read: ""where coupling can be read within a scope as two conditions held together while each remains distinguishable.""
  carries:
    targets: []
    read: ""No demonstrated downstream carry is currently determined.""","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Coupling Conditions/Responsibility.md,second.responsibility,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Participation]]""
  - ""[[Effect]]""
  - ""[[Trace]]""
  - ""[[Coupled Boundary]]""
conditions:
  places: ""participation made answerable for an effect where trace returns to the coupled boundary through which that effect became actionable.""
  holds: ""[[Participation]], [[Effect]], [[Trace]], and [[Coupled Boundary]]. An effect must be present, participation must have entered the relation, and trace must recover the boundary through which that participation affected what followed before responsibility can be named.""
  pairs: ""No lateral pair is required at this placement yet. Responsibility distinguishes the boundary through which an effect became actionable from the carrier through which its consequence later travelled.""
  traces:
    - ""[[Participation]]""
    - ""[[Effect]]""
    - ""[[Trace]]""
    - ""[[Coupled Boundary]]""
  nests: ""inside coupling where attention, control, decision, evaluation, consent, checking, or another participation condition enters strongly enough to affect what follows.""
  reads: ""where an effect can be followed back past its later carrier to the coupled boundary at which participation became able to alter the relation.""
  carries:
    - ""[[Competence Boundary]]""","conditions:
  places: ""participation made answerable for an effect where trace returns to the coupled boundary through which that effect became actionable.""
  needs:
    targets:
      - second.participation
      - second.effect
      - first.trace
      - second.coupled-boundary
  holds:
    targets:
      - second.participation
      - second.effect
      - first.trace
      - second.coupled-boundary
    read: ""[[Participation]], [[Effect]], [[Trace]], and [[Coupled Boundary]]. An effect must be present, participation must have entered the relation, and trace must recover the boundary through which that participation affected what followed before responsibility can be named.""
  pairs:
    targets: []
    read: ""No lateral pair is required at this placement yet. Responsibility distinguishes the boundary through which an effect became actionable from the carrier through which its consequence later travelled.""
  traces:
    targets:
      - second.participation
      - second.effect
      - first.trace
      - second.coupled-boundary
  nests:
    targets: []
    read: ""inside coupling where attention, control, decision, evaluation, consent, checking, or another participation condition enters strongly enough to affect what follows.""
  reads:
    targets: []
    read: ""where an effect can be followed back past its later carrier to the coupled boundary at which participation became able to alter the relation.""
  carries:
    targets:
      - third.competence-boundary","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Coupling Conditions/Sever.md,second.sever,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Bearing Source]]""
  - ""[[Coupled Boundary]]""
  - ""[[Resolution]]""
conditions:
  places: ""a trace-bearing connection to a bearing source resolved as cut, so direct return no longer remains followable.""
  holds: ""[[Bearing Source]], [[Coupled Boundary]], and [[Resolution]]. A source must be recoverable through trace, the connection must be held through coupling, and its bearing must be determined as cut before sever can be named.""
  pairs: ""No lateral pair is required at this placement yet. Decoupling names mutual availability no longer holding; Sever names the trace-bearing path itself cut.""
  traces:
    - ""[[Bearing Source]]""
    - ""[[Coupled Boundary]]""
    - ""[[Resolution]]""
  nests: ""within coupling where a cut makes the prior path to source no longer directly enterable, whether or not downstream carrying continues.""
  reads: ""Sever becomes readable where a condition remains present or effective but its direct trace-bearing passage to what sourced, grounded, or previously carried it has been cut.""
  carries: []","conditions:
  places: ""a trace-bearing connection to a bearing source resolved as cut, so direct return no longer remains followable.""
  needs:
    targets:
      - second.bearing-source
      - second.coupled-boundary
      - first.resolution
  holds:
    targets:
      - second.bearing-source
      - second.coupled-boundary
      - first.resolution
    read: ""[[Bearing Source]], [[Coupled Boundary]], and [[Resolution]]. A source must be recoverable through trace, the connection must be held through coupling, and its bearing must be determined as cut before sever can be named.""
  pairs:
    targets: []
    read: ""No lateral pair is required at this placement yet. Decoupling names mutual availability no longer holding; Sever names the trace-bearing path itself cut.""
  traces:
    targets:
      - second.bearing-source
      - second.coupled-boundary
      - first.resolution
  nests:
    targets: []
    read: ""within coupling where a cut makes the prior path to source no longer directly enterable, whether or not downstream carrying continues.""
  reads:
    targets: []
    read: ""Sever becomes readable where a condition remains present or effective but its direct trace-bearing passage to what sourced, grounded, or previously carried it has been cut.""
  carries:
    targets: []
    read: ""No demonstrated downstream carry is currently determined.""","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Coupling Conditions/Traction.md,second.traction,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Grip]]""
  - ""[[Coupled Contact]]""
  - ""[[Carrying]]""
conditions:
  places: ""grip becoming available for carrying through coupled contact.""
  holds: ""[[Grip]], [[Coupled Contact]], and [[Carrying]].""
  pairs: ""Asymmetry carries downward — carrying through coupled contact""
  traces:
    - ""[[Grip]]""
    - ""[[Coupled Contact]]""
    - ""[[Contact]]""
    - ""[[Carrying]]""
    - ""[[Friction]]""
  nests: ""in carrying through coupled contact as the usable middle between slipping and stalling.""
  reads: ""where coupled contact and grip support carrying through resistance without detaching from support.""
  carries: []","conditions:
  places: ""grip becoming available for carrying through coupled contact.""
  needs:
    targets:
      - second.grip
      - second.coupled-contact
      - second.carrying
  holds:
    targets:
      - second.grip
      - second.coupled-contact
      - second.carrying
    read: ""[[Grip]], [[Coupled Contact]], and [[Carrying]].""
  pairs:
    targets: []
    read: ""Asymmetry carries downward — carrying through coupled contact""
  traces:
    targets:
      - second.grip
      - second.coupled-contact
      - first.contact
      - second.carrying
      - second.friction
  nests:
    targets: []
    read: ""in carrying through coupled contact as the usable middle between slipping and stalling.""
  reads:
    targets: []
    read: ""where coupled contact and grip support carrying through resistance without detaching from support.""
  carries:
    targets: []
    read: ""No demonstrated downstream carry is currently determined.""","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Coupling.md,second.coupling,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
- '[[Resolved Asymmetry]]'
- '[[Carrying]]'
conditions:
  places: connected relation — distinct resolved conditions held in mutual availability without collapsing into sameness.
  holds: '[[Resolved Asymmetry]] and [[Carrying]]. Distinct conditions must be determined
    and carried enough to become mutually available.'
  pairs: '[[Decoupling]]. Coupling holds distinct resolved conditions in mutual availability;
    Decoupling names that mutual availability no longer holding. Each requires the
    other to be locatable.'
  traces:
  - '[[Resolved Asymmetry]]'
  - '[[Carrying]]'
  - '[[Union]]'
  nests: as a second-order support root. It makes presence, compatibility, identity,
    contact, pair, and bearing relation possible without collapsing coupled conditions
    into sameness.
  reads: where two distinct resolved conditions can be read as connected relation — held in relation to each other, mutually available, and still distinct.
  carries:
  - '[[Presence]]'
  - '[[Identity]]'
  - '[[Compatibility]]'
  - '[[Pair]]'
  - '[[Coupled Boundary]]'
  - '[[Coupled Contact]]'
  - '[[Bearing Relation]]'
  - '[[Coupled Asymmetry]]'
  - '[[Maintained Coupling]]'
  - '[[Nested Coupling]]'
  - '[[Engineered Coupling]]'
  - '[[Effect]]'
  - '[[Reality]]'
  - '[[Resonance]]'
  - '[[Exchanging]]'","conditions:
  places: ""connected relation — distinct resolved conditions held in mutual availability without collapsing into sameness.""
  needs:
    targets:
      - first.resolved-asymmetry
      - second.carrying
  holds:
    targets:
      - first.resolved-asymmetry
      - second.carrying
    read: ""[[Resolved Asymmetry]] and [[Carrying]]. Distinct conditions must be determined and carried enough to become mutually available.""
  pairs:
    targets:
      - second.decoupling
    read: ""[[Decoupling]]. Coupling holds distinct resolved conditions in mutual availability; Decoupling names that mutual availability no longer holding. Each requires the other to be locatable.""
  traces:
    targets:
      - first.resolved-asymmetry
      - second.carrying
      - second.union
  nests:
    targets: []
    read: ""as a second-order support root. It makes presence, compatibility, identity, contact, pair, and bearing relation possible without collapsing coupled conditions into sameness.""
  reads:
    targets: []
    read: ""where two distinct resolved conditions can be read as connected relation — held in relation to each other, mutually available, and still distinct.""
  carries:
    targets:
      - second.presence
      - second.identity
      - second.compatibility
      - second.pair
      - second.coupled-boundary
      - second.coupled-contact
      - second.bearing-relation
      - second.coupled-asymmetry
      - third.maintained-coupling
      - third.nested-coupling
      - third.engineered-coupling
      - second.effect
      - second.reality
      - second.resonance
      - third.exchanging","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Participation Conditions/Cycle.md,second.cycle,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Recurrence]]""
  - ""[[Return]]""
  - ""[[Period]]""
conditions:
  places: ""a return bounded by a recognisable period.""
  holds: ""[[Recurrence]], [[Return]], and [[Period]].""
  pairs: ""No lateral pair is required. [[Recurrence]], [[Return]], and [[Period]] carry downward into Cycle.""
  traces:
    - ""[[Recurrence]]""
    - ""[[Return]]""
    - ""[[Period]]""
  nests: ""where recurrence makes a carried condition readable again through a recognisable period.""
  reads: ""where a return can be bounded as one complete recurrence through a period.""
  carries: []","conditions:
  places: ""a return bounded by a recognisable period.""
  needs:
    targets:
      - second.recurrence
      - second.return
      - second.period
  holds:
    targets:
      - second.recurrence
      - second.return
      - second.period
    read: ""[[Recurrence]], [[Return]], and [[Period]].""
  pairs:
    targets:
      - second.recurrence
      - second.return
      - second.period
    read: ""No lateral pair is required. [[Recurrence]], [[Return]], and [[Period]] carry downward into Cycle.""
  traces:
    targets:
      - second.recurrence
      - second.return
      - second.period
  nests:
    targets: []
    read: ""where recurrence makes a carried condition readable again through a recognisable period.""
  reads:
    targets: []
    read: ""where a return can be bounded as one complete recurrence through a period.""
  carries:
    targets: []
    read: ""No demonstrated downstream carry is currently determined.""","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
